pid,comment,Sentiment_for_model
2368,"@vamsi7 @scehaenn yea, it's not default as **yet** based on the platform's definition. I duly noted on the definition of the default in FS. Nevertheless, I still feel this loan is at great risk because of its early late payment pattern which worries me.  Take note that this loan was only paid for 3 out of 12 months and total receivable principal is currently RM300,000. Checked back the factsheet and noticed that for the past 3 years (2015 to 2017), the company net loss is totaling up to RM728k (average 243k per year). I wonder how the company is able to serve the loan and this is the first question. Second question would be, why FSMY would borrow 400k to this issuer while they are making loss in business average to RM243k per year?  Shall investors do our own due diligence moving forward? Please enlighten me. @Sean-FS",Negative
2369,@josephyiong what’s the revenue amount? Enough to cover loan payments and cost of goods?,Neutral
2370,@scehaenn how is the performance of this loan? On-time payments?,Neutral
2371,"@scehaenn said in [Property backed secured loans from Funding Societies](/post/2366): > @bigboiboi  > ya i was also thinking the same, been some time since the first one. >  > i checked with the team via live chat today and they told me nothing 100% in the pipeline yet but they are reviewing a number of cases. >  > if all good, should get 1 to invest before end of this month. might be good time to move more money to fs soon in case the demand is very high hahahaha. no choice must have kiasu mentality since all the loans get taken up super fast sia  Usually property based loans will be lower in quantity and take longer to process. Not sure if it is needed in FS, but in some banks, the latest valuation of the property will be needed.",Neutral
2372,"@jomni Why looking at revenue? Issuer doesn't need to pay their suppliers, staffs and misc costs?",Neutral
2376,@jomni - hmm so far 1 repayment only and on time,Neutral
2377,"@bendahara during last round they had the valuation so guessing they will continue to have that info ready for investors. but ya they did mention that theres a lot of steps in approving and transferring the funds to the borrower after it has been fully funded (legal docs, trustee, etc).   rather they do it properly than rush it and miss out some blind spots that might affect investors later.  anyway the flow of deals past few weeks seem to have picked up so am not so concerned if this doesn't happen sooner too.",Neutral
2380,"I think we have 2 camps here.  **1st camp - technical** We rely on the definition of default(90days after the first unsettled repayment) and yes, the borrower here is not yet default as of today - 18July. They missed their repayment which suppose to be cleared off on 22 May. Yes, no default but signs of big trouble is popping up.  **2nd camp - integrity and trust**  This means a lot in business world. Let me chronologically list down what had happened with this borrower.  Then you judge for yourself. :) 07 May - Apr repayment delayed ********* Reason given: Customer Delays 18 May - Apr repayment delayed ********* Reason given: Election holiday, so cheque cannot be cleared 31 May - Apr repayment settled. 23 May - May repayment delayed ********* Reason given: GST policy change by Gov 13 Jun  - Cheque banked in 14 Jun  - May repayment delayed ********* Banked cheque has outstanding amount ********* Reason given: GST policy change by Gov  03 July - May repayment delayed 11 July - May repayment delayed (unable to even clear the outstanding amount in installment basis)  So, isnt this a big sign that the borrower is in a major trouble servicing the outstanding repayment? Bear in mind, he has RM37.2K / month to repay and he is struggling since 22 May.   Hopefully, this could provide a better perspective about this borrower's attitude and behavior.",Neutral
2381,"Another disappointment.  This afternoon I got email of 4 new notes for participation at 4pm.  Before 4pm I logged in and checked and found that my auto invest was ""enabled"" for 3 of the notes. It was not enabled for one of the notes due to the loan amount being small.  I was happy with this.  But at 4pm when I checked,  I found that I was not being allocated.  I quickly tried investing manually and managed to get 1.  **My question is why wasn't I auto allocated despite my auto investment being 'enabled'?**",Negative
2382,very disappointed after so many days waiting for the new notes... today 4 new notes listing and my autobot opt for 1 note... however after 4pm i checked and i not invest by autobot.... ![0_1531904954703_7846f440-03c0-4221-859e-4a2a50dad4a0-image.png](/assets/uploads/files/1531904957159-7846f440-03c0-4221-859e-4a2a50dad4a0-image.png),Negative
2384,Should we suspect some kind of internal hanky pinky here?,Neutral
2385,"@skl6097 Exact same thing happen to me.  There is $1.78 million available in the 4 notes today and I didn't get allocated anything at all.  If everybody gets allocated $100 each, then 17,800 investors will benefit.  Is there more than 17,800 investors in FS???",Neutral
